product_id,promotion_name,sales_country,sales_volume,negative_comment,price,invoice_date,supplier,brand_name
1115585,Big Time Discounts,USA,34,4,20.92,11/9/2022,Mall of Istanbul,High Top
1151272,Save-It Sale,USA,66,2,600.16,3/5/2021,Kanyon,Tell Tale
1565921,I Cant Believe It Sale,USA,46,1,300.08,16/08/2021,Istinye Park,Ebony
1619128,Cash Register Lottery,USA,39,5,75.75,30/06/2022,Mall of Istanbul,Tell Tale
1216527,Cash Register Lottery,USA,24,1,300.08,17/02/2021,Metrocity,Tri-State
1226728,I Cant Believe It Sale,USA,60,2,1200.34,2/10/2022,Istinye Park,Tell Tale
1128088,Cash Register Lottery,USA,29,3,1800.51,17/03/2021,Istinye Park,Tell Tale
1211985,Free For All,USA,24,3,1800.51,31/03/2022,Metropol AVM,Hermanos
1118405,Cash Register Lottery,USA,27,3,1800.51,14/02/2022,Mall of Istanbul,Hermanos
1165270,Price Savers,USA,68,5,1500.4,27/02/2023,Mall of Istanbul,Ebony
1229252,Cash Register Lottery,USA,49,1,300.08,4/7/2021,Emaar Square Mall,Tell Tale
1109453,Cash Register Lottery,USA,47,1,35.84,7/2/2022,Metropol AVM,Tell Tale
1302199,Price Slashers,USA,40,1,300.08,26/06/2021,Metropol AVM,High Top
1202056,Tip Top Savings,USA,55,4,60.6,7/2/2023,Metrocity,Ebony
1284964,Price Slashers,USA,46,2,81.32,24/12/2021,Kanyon,Tell Tale
1610353,Save-It Sale,USA,25,5,203.3,21/08/2021,Kanyon,Hermanos
1133261,I Cant Believe It Sale,USA,27,3,15.69,7/5/2021,Kanyon,Hermanos
1195162,Cash Register Lottery,USA,21,4,1200.32,3/3/2021,Kanyon,Tell Tale
1236411,Cash Register Lottery,USA,51,5,26.15,31/12/2022,Kanyon,High Top
1250040,Cash Register Lottery,USA,26,1,5.23,29/01/2022,Cevahir AVM,Ebony
1352528,I Cant Believe It Sale,USA,38,2,1200.34,11/7/2021,Kanyon,Hermanos
1135368,Price Slashers,USA,22,2,71.68,23/08/2022,Zorlu Center,High Top
1955408,Cash Register Lottery,USA,69,1,300.08,27/02/2023,Kanyon,Hermanos
1846963,Bag Stuffers,USA,29,1,5.23,4/3/2022,Istinye Park,Tri-State
1260572,Big Time Discounts,USA,34,1,40.66,3/2/2022,Zorlu Center,Tri-State
1266552,Price Slashers,USA,32,2,10.46,2/4/2022,Istinye Park,Tri-State
1166823,I Cant Believe It Sale,USA,43,1,300.08,25/03/2022,Istinye Park,High Top
1441644,Tip Top Savings,USA,26,2,600.16,8/10/2022,Metropol AVM,Tell Tale
1477622,Free For All,USA,39,3,107.52,5/5/2021,Viaport Outlet,Hermanos
1177479,Green Light Days,USA,59,4,162.64,22/03/2021,Istinye Park,Tell Tale
1312040,Green Light Days,USA,22,2,23.46,24/03/2021,Metropol AVM,Tri-State
1138016,Free For All,USA,24,1,300.08,23/12/2022,Mall of Istanbul,Hermanos
1324094,Cash Register Lottery,USA,50,5,5250,16/05/2022,Forum Istanbul,Tri-State
1160204,Price Slashers,USA,54,2,30.3,14/10/2022,Forum Istanbul,Hermanos
1699353,Cash Register Lottery,USA,45,5,179.2,31/12/2022,Metropol AVM,Hermanos
1760747,Big Time Savings,USA,68,2,600.16,27/02/2023,Kanyon,Ebony
1809166,Double Down Sale,USA,44,5,3000.85,6/10/2021,Forum Istanbul,High Top
1213132,Price Savers,USA,46,1,300.08,14/10/2022,Forum Istanbul,Tell Tale
1557804,Price Slashers,USA,22,3,121.98,23/01/2023,Mall of Istanbul,Hermanos
1251885,Price Slashers,USA,51,2,81.32,1/3/2022,Istinye Park,Tell Tale
1210070,Bag Stuffers,USA,69,5,179.2,10/12/2021,Mall of Istanbul,High Top
1108083,Cash Register Lottery,USA,30,5,1500.4,7/7/2021,Mall of Istanbul,Tri-State
1260439,Bag Stuffers,USA,50,3,45.45,4/11/2022,Metrocity,Ebony
1395976,Big Time Savings,USA,49,3,900.24,8/2/2022,Kanyon,Ebony
1322773,I Cant Believe It Sale,USA,56,4,1200.32,17/10/2021,Metrocity,Ebony
1406748,Cash Register Lottery,USA,57,5,1500.4,25/10/2021,Metrocity,Hermanos
1198933,Cash Register Lottery,USA,60,3,3150,28/05/2021,Istinye Park,Hermanos
1492378,Cash Register Lottery,USA,46,1,600.17,5/12/2021,Metropol AVM,Tri-State
1273156,Price Savers,USA,47,5,203.3,8/11/2022,Kanyon,Ebony
1220388,High Roller Savings,USA,20,1,1050,5/11/2021,Mall of Istanbul,Ebony
1338987,Bag Stuffers,USA,61,3,1800.51,27/04/2021,Cevahir AVM,Ebony
1274795,Bag Stuffers,USA,29,2,1200.34,8/3/2023,Metropol AVM,High Top
1147688,Cash Register Lottery,USA,56,5,26.15,11/1/2022,Kanyon,Hermanos
1599893,Price Slashers,USA,48,1,600.17,30/01/2023,Viaport Outlet,High Top
1264838,Cash Register Lottery,USA,60,3,35.19,15/09/2022,Metropol AVM,High Top
1198746,Cash Register Lottery,USA,54,4,20.92,7/12/2021,Mall of Istanbul,Tri-State
1217191,Big Time Discounts,USA,30,2,600.16,28/02/2021,Istinye Park,High Top
1172641,I Cant Believe It Sale,USA,37,5,179.2,11/9/2022,Metrocity,Tri-State
1260183,Green Light Days,USA,22,3,900.24,26/10/2022,Zorlu Center,Ebony
1280133,One Day Sale,USA,36,4,1200.32,7/6/2022,Forum Istanbul,Ebony
1185216,Cash Register Lottery,USA,60,2,600.16,26/03/2022,Mall of Istanbul,Hermanos
1273366,Price Slashers,USA,35,5,1500.4,29/07/2022,Kanyon,Ebony
1680142,Price Slashers,USA,32,5,58.65,24/04/2021,Kanyon,Hermanos
1235763,Double Down Sale,USA,48,3,900.24,10/3/2022,Kanyon,Ebony
1193882,Cash Register Lottery,USA,38,2,71.68,22/03/2021,Metrocity,Hermanos
1126377,Cash Register Lottery,USA,27,2,81.32,5/4/2021,Metrocity,Hermanos
1205408,I Cant Believe It Sale,USA,29,5,1500.4,16/08/2022,Kanyon,High Top
1266781,Cash Register Lottery,USA,52,3,107.52,25/01/2023,Istinye Park,Hermanos
1166220,I Cant Believe It Sale,USA,68,5,203.3,26/12/2022,Viaport Outlet,Hermanos
1351200,Price Slashers,USA,49,3,900.24,23/10/2021,Mall of Istanbul,Hermanos
1665541,Save-It Sale,USA,30,1,600.17,26/01/2021,Metrocity,Hermanos
1724118,Double Down Sale,USA,67,4,60.6,1/3/2022,Cevahir AVM,Hermanos
1151977,Cash Register Lottery,USA,68,2,71.68,7/2/2022,Mall of Istanbul,High Top
1455730,Price Savers,USA,66,5,203.3,30/11/2021,Mall of Istanbul,Tell Tale
1269524,Cash Register Lottery,USA,60,5,26.15,17/02/2022,Mall of Istanbul,Tell Tale
1277655,High Roller Savings,USA,63,2,600.16,30/01/2021,Cevahir AVM,High Top
1232062,I Cant Believe It Sale,USA,36,5,1500.4,22/01/2023,Zorlu Center,Tell Tale
1275218,Cash Register Lottery,USA,57,5,203.3,24/07/2021,Viaport Outlet,Ebony
1291610,High Roller Savings,USA,32,2,23.46,22/02/2021,Mall of Istanbul,Tri-State
1110328,High Roller Savings,USA,27,1,35.84,30/12/2022,Forum Istanbul,Ebony
1106120,Green Light Days,USA,61,5,179.2,11/4/2021,Metrocity,Tell Tale
1260295,Green Light Days,USA,53,5,26.15,21/02/2023,Istinye Park,Ebony
1275256,Free For All,USA,53,2,10.46,30/10/2021,Viaport Outlet,Tell Tale
1243617,Cash Register Lottery,USA,33,1,5.23,3/12/2022,Istinye Park,Ebony
1401939,Price Savers,USA,67,2,600.16,7/1/2021,Istinye Park,Hermanos
1178874,High Roller Savings,USA,34,1,35.84,27/09/2021,Kanyon,Tell Tale
1260871,High Roller Savings,USA,66,1,1050,18/05/2022,Metropol AVM,High Top
1121196,Double Down Sale,USA,48,4,46.92,4/10/2022,Metrocity,Tell Tale
1192278,Cash Register Lottery,USA,69,1,600.17,27/05/2021,Mall of Istanbul,Tri-State
1225017,I Cant Believe It Sale,USA,48,3,15.69,10/8/2021,Istinye Park,Hermanos
1195905,I Cant Believe It Sale,USA,58,4,1200.32,10/5/2021,Zorlu Center,Hermanos
1463814,Price Slashers,USA,54,5,1500.4,11/6/2022,Kanyon,Tell Tale
1204700,Price Slashers,USA,46,3,107.52,4/11/2021,Metropol AVM,Tell Tale
1265444,Double Down Sale,USA,64,3,121.98,1/6/2021,Kanyon,Tell Tale
1265466,Price Slashers,USA,28,2,81.32,2/12/2021,Mall of Istanbul,High Top
1302795,Cash Register Lottery,USA,35,2,600.16,15/03/2022,Kanyon,Hermanos
1134632,Cash Register Lottery,USA,47,3,1800.51,14/06/2021,Metrocity,Hermanos
1186508,Cash Register Lottery,USA,50,3,1800.51,29/04/2021,Mall of Istanbul,Tell Tale
1329454,Bag Stuffers,USA,60,1,11.73,14/04/2022,Metropol AVM,Hermanos
1171114,Price Slashers,USA,39,3,900.24,2/3/2022,Emaar Square Mall,Ebony
1478239,Double Down Sale,USA,28,3,107.52,23/02/2023,Emaar Square Mall,High Top
1795476,Cash Register Lottery,USA,55,3,1800.51,10/6/2022,Kanyon,Hermanos
1852985,Cash Register Lottery,USA,47,5,26.15,19/04/2021,Metropol AVM,Tell Tale
1255433,Cash Register Lottery,USA,54,3,45.45,21/04/2022,Kanyon,Tri-State
1953834,Big Time Savings,USA,26,3,900.24,7/10/2022,Cevahir AVM,High Top
1195320,I Cant Believe It Sale,USA,49,3,45.45,11/5/2022,Mall of Istanbul,Hermanos
1294064,I Cant Believe It Sale,USA,64,4,162.64,4/3/2023,Mall of Istanbul,High Top
1232704,Price Slashers,USA,26,5,203.3,1/5/2022,Kanyon,High Top
1262125,Price Savers,USA,26,1,35.84,13/04/2022,Mall of Istanbul,Tri-State
1181742,Cash Register Lottery,USA,64,5,179.2,17/02/2021,Mall of Istanbul,Hermanos
1330371,High Roller Savings,USA,56,5,203.3,8/6/2022,Kanyon,Ebony
1182761,Price Slashers,USA,39,2,600.16,18/12/2021,Istinye Park,Hermanos
1737451,Bag Stuffers,USA,37,5,203.3,18/09/2022,Istinye Park,Tell Tale
1187881,Bag Stuffers,USA,29,1,1050,8/3/2021,Mall of Istanbul,Hermanos
1158989,Bag Stuffers,USA,45,3,121.98,22/01/2023,Mall of Istanbul,Tri-State
1114287,Free For All,USA,31,3,15.69,12/5/2021,Cevahir AVM,Ebony
1105807,Cash Register Lottery,USA,53,3,15.69,3/9/2021,Metrocity,Ebony
1252397,Price Slashers,USA,60,2,81.32,2/9/2022,Metropol AVM,Hermanos
1238290,Save-It Sale,USA,35,4,1200.32,27/06/2021,Metrocity,Ebony
1256981,I Cant Believe It Sale,USA,65,2,23.46,22/05/2022,Viaport Outlet,Tri-State
1325373,Big Time Savings,USA,26,2,81.32,12/6/2021,Viaport Outlet,Ebony
1327863,High Roller Savings,USA,67,2,10.46,31/10/2021,Metrocity,Tri-State
1688566,High Roller Savings,USA,54,4,46.92,23/03/2021,Zorlu Center,Tri-State
1162399,Bag Stuffers,USA,19,2,2100,8/8/2022,Zorlu Center,Tri-State
1258266,Cash Register Lottery,USA,35,4,1200.32,11/6/2021,Zorlu Center,Tri-State
1203735,Price Slashers,USA,52,1,40.66,24/05/2022,Emaar Square Mall,Tell Tale
1999141,Cash Register Lottery,USA,41,1,300.08,9/4/2021,Viaport Outlet,Tri-State
1921064,Save-It Sale,USA,28,4,143.36,23/12/2022,Metrocity,Tri-State
1163738,Bag Stuffers,USA,43,2,600.16,8/7/2021,Cevahir AVM,Ebony
1562073,Cash Register Lottery,USA,60,1,300.08,7/12/2021,Emaar Square Mall,Hermanos
1177577,Cash Register Lottery,USA,36,3,107.52,1/7/2022,Metropol AVM,High Top
1109901,Double Down Sale,USA,46,4,2400.68,6/12/2021,Istinye Park,Tell Tale
1191945,Double Down Sale,USA,42,1,40.66,18/04/2021,Cevahir AVM,Tri-State
1180528,One Day Sale,USA,38,4,143.36,4/7/2022,Mall of Istanbul,High Top
1188190,Price Slashers,USA,24,4,46.92,12/11/2022,Mall of Istanbul,Hermanos
1153391,Cash Register Lottery,USA,18,5,58.65,15/01/2021,Metrocity,High Top
1249926,Cash Register Lottery,USA,30,4,2400.68,20/08/2021,Kanyon,Tell Tale
1680241,Tip Top Savings,USA,30,2,1200.34,30/06/2021,Metrocity,Tell Tale
1549888,Bag Stuffers,USA,22,5,1500.4,25/11/2021,Viaport Outlet,Tri-State
1277227,Price Savers,USA,67,4,20.92,25/02/2021,Metropol AVM,Hermanos
1827306,Cash Register Lottery,USA,22,1,300.08,16/12/2021,Kanyon,Tell Tale
1246515,High Roller Savings,USA,23,4,1200.32,2/2/2022,Mall of Istanbul,High Top
1189399,Cash Register Lottery,USA,59,3,900.24,4/10/2022,Kanyon,Hermanos
1250203,Big Time Discounts,USA,65,2,2100,17/01/2023,Mall of Istanbul,Ebony
1207734,Cash Register Lottery,USA,62,4,60.6,20/07/2021,Cevahir AVM,Ebony
1104160,I Cant Believe It Sale,USA,58,3,900.24,16/01/2023,Mall of Istanbul,High Top
1750875,Big Time Savings,USA,46,1,300.08,5/7/2022,Forum Istanbul,Ebony
1150787,Cash Register Lottery,USA,41,3,121.98,15/02/2022,Mall of Istanbul,High Top
1192025,Cash Register Lottery,USA,44,3,15.69,27/03/2021,Metrocity,Tri-State
1147543,Green Light Days,USA,62,3,35.19,10/12/2021,Istinye Park,Tri-State
1150897,Tip Top Savings,USA,26,1,35.84,12/7/2022,Emaar Square Mall,Ebony
1620781,Tip Top Savings,USA,26,3,900.24,25/11/2022,Metropol AVM,High Top
1617738,Green Light Days,USA,62,3,3150,28/10/2022,Mall of Istanbul,Hermanos
1102075,Price Slashers,USA,61,1,40.66,30/07/2021,Metrocity,High Top
1337634,Tip Top Savings,USA,64,5,5250,23/05/2022,Mall of Istanbul,Hermanos
1214783,Price Savers,USA,68,4,4200,23/06/2021,Istinye Park,Tell Tale
1222687,I Cant Believe It Sale,USA,52,3,15.69,18/02/2021,Metropol AVM,Tri-State
1587311,Save-It Sale,USA,34,3,900.24,9/11/2022,Forum Istanbul,Tell Tale
1254588,Green Light Days,USA,44,1,35.84,25/02/2022,Metrocity,Hermanos
1113173,Price Savers,USA,69,4,162.64,30/09/2021,Metrocity,Tri-State
1251930,Price Savers,USA,28,4,2400.68,31/12/2021,Mall of Istanbul,Hermanos
1271727,Price Slashers,USA,63,1,40.66,23/12/2022,Kanyon,Hermanos
1102879,Cash Register Lottery,USA,26,4,20.92,3/9/2022,Cevahir AVM,Ebony
1630114,Cash Register Lottery,USA,56,1,300.08,26/09/2022,Kanyon,High Top
1288329,Cash Register Lottery,USA,54,3,121.98,19/10/2021,Zorlu Center,High Top
1119466,Bag Stuffers,USA,24,4,143.36,16/01/2022,Metrocity,Hermanos
1317983,Double Down Sale,USA,18,5,203.3,5/8/2022,Metrocity,Hermanos
1332021,Double Down Sale,USA,55,1,300.08,12/6/2021,Kanyon,Tell Tale
1156332,Double Down Sale,USA,19,2,600.16,25/08/2022,Metrocity,Hermanos
1415397,Cash Register Lottery,USA,32,1,300.08,17/08/2022,Istinye Park,Tri-State
1109938,Bag Stuffers,USA,67,4,2400.68,1/4/2022,Metropol AVM,Tell Tale
1108380,I Cant Believe It Sale,USA,47,3,1800.51,17/11/2022,Mall of Istanbul,Tell Tale
1787252,Double Down Sale,USA,40,5,1500.4,22/06/2022,Metrocity,High Top
1289828,I Cant Believe It Sale,USA,36,5,1500.4,17/05/2021,Metrocity,Hermanos
1136586,I Cant Believe It Sale,USA,38,1,300.08,16/04/2021,Mall of Istanbul,Tell Tale
1262142,Green Light Days,USA,37,2,600.16,20/11/2021,Mall of Istanbul,Tri-State
1194094,Cash Register Lottery,USA,21,2,30.3,3/12/2021,Emaar Square Mall,Hermanos
1316429,Bag Stuffers,USA,57,3,900.24,26/02/2022,Kanyon,Tell Tale
1136751,Save-It Sale,USA,38,3,900.24,4/12/2021,Zorlu Center,Tell Tale
1881027,Save-It Sale,USA,69,2,10.46,23/12/2022,Istinye Park,High Top
1125739,Bag Stuffers,USA,62,1,40.66,23/05/2021,Metrocity,Hermanos
1193038,Price Savers,USA,20,5,203.3,30/03/2021,Istinye Park,Tri-State
1320496,Cash Register Lottery,USA,39,4,1200.32,13/01/2023,Forum Istanbul,Tell Tale
1453737,Bag Stuffers,USA,27,3,900.24,3/3/2022,Istinye Park,Tri-State
1757911,Cash Register Lottery,USA,37,4,143.36,20/05/2021,Cevahir AVM,High Top
1323948,Bag Stuffers,USA,53,3,15.69,16/02/2023,Kanyon,Ebony
1112259,Bag Stuffers,USA,43,1,40.66,12/7/2021,Forum Istanbul,Hermanos
1118678,Cash Register Lottery,USA,28,3,107.52,9/1/2022,Mall of Istanbul,Tell Tale
1283249,Big Time Savings,USA,29,4,1200.32,16/06/2022,Kanyon,Tell Tale
1187189,Cash Register Lottery,USA,40,4,1200.32,24/01/2022,Istinye Park,Hermanos
1257616,Price Savers,USA,58,4,1200.32,12/10/2022,Kanyon,Tell Tale
1332867,Cash Register Lottery,USA,66,1,15.15,30/07/2022,Metropol AVM,Tell Tale
1177031,Cash Register Lottery,USA,49,2,81.32,16/11/2022,Forum Istanbul,Hermanos
1151701,Price Savers,USA,49,2,600.16,31/03/2022,Metropol AVM,Tell Tale
1288674,Cash Register Lottery,USA,60,1,1050,12/3/2022,Kanyon,High Top
1199817,Price Savers,USA,57,1,15.15,24/10/2022,Mall of Istanbul,Hermanos
1246003,Cash Register Lottery,USA,46,1,300.08,1/8/2021,Metrocity,Tell Tale
1210025,Cash Register Lottery,USA,63,5,1500.4,31/10/2021,Metropol AVM,High Top
1297592,Cash Register Lottery,USA,48,5,26.15,15/08/2021,Forum Istanbul,Tell Tale
1453056,Cash Register Lottery,USA,57,5,1500.4,3/4/2022,Kanyon,Ebony
1117593,Cash Register Lottery,USA,40,5,1500.4,4/5/2022,Metrocity,High Top
1270491,Bag Stuffers,USA,33,4,162.64,16/04/2021,Zorlu Center,High Top
1439007,Bag Stuffers,USA,46,1,40.66,10/7/2021,Metropol AVM,High Top
1759716,Big Time Discounts,USA,43,1,40.66,25/04/2021,Metrocity,Tri-State
1322854,Cash Register Lottery,USA,45,3,900.24,9/12/2022,Istinye Park,Tell Tale
1314442,Cash Register Lottery,USA,39,5,75.75,4/1/2023,Metropol AVM,Tell Tale
1323790,High Roller Savings,USA,58,5,3000.85,16/10/2021,Zorlu Center,High Top
1298309,Free For All,USA,28,1,35.84,22/01/2022,Istinye Park,Ebony
1214481,Cash Register Lottery,USA,56,5,3000.85,30/08/2022,Istinye Park,Tell Tale
1315324,Bag Stuffers,USA,61,3,900.24,2/3/2022,Forum Istanbul,High Top
1295488,Price Slashers,USA,32,2,10.46,12/11/2022,Zorlu Center,Tri-State
1277787,Big Time Discounts,USA,58,4,1200.32,19/03/2021,Emaar Square Mall,Hermanos
1195631,Cash Register Lottery,USA,61,3,35.19,11/7/2021,Mall of Istanbul,High Top
1336794,Bag Stuffers,USA,22,1,5.23,2/8/2022,Emaar Square Mall,Ebony
1233231,Cash Register Lottery,USA,64,5,26.15,3/2/2022,Istinye Park,Tell Tale
1271914,One Day Sale,USA,35,3,1800.51,4/11/2022,Kanyon,Tri-State
1132664,Cash Register Lottery,USA,19,3,107.52,18/07/2022,Kanyon,Hermanos
1547257,Cash Register Lottery,USA,66,1,300.08,30/01/2021,Kanyon,High Top
1338169,Cash Register Lottery,USA,60,1,15.15,10/8/2021,Viaport Outlet,Hermanos
1234807,Big Time Discounts,USA,27,5,1500.4,27/10/2022,Kanyon,Tell Tale
1288981,Cash Register Lottery,USA,32,5,203.3,15/04/2022,Metropol AVM,Hermanos
1279029,Price Slashers,USA,42,4,46.92,18/03/2022,Metropol AVM,Hermanos
1847530,Price Slashers,USA,58,1,40.66,18/10/2021,Metrocity,Ebony
1195270,Green Light Days,USA,66,1,11.73,9/1/2021,Kanyon,Tri-State
1229717,Bag Stuffers,USA,54,1,5.23,20/06/2021,Mall of Istanbul,High Top
1262083,Free For All,USA,30,3,15.69,10/4/2021,Cevahir AVM,Tell Tale
1318556,Cash Register Lottery,USA,64,5,1500.4,19/07/2022,Istinye Park,High Top
1105218,I Cant Believe It Sale,USA,28,2,23.46,20/02/2022,Metrocity,Tell Tale
1129344,Cash Register Lottery,USA,30,3,900.24,21/09/2022,Mall of Istanbul,Hermanos
1507491,Bag Stuffers,USA,49,3,3150,27/09/2021,Kanyon,Tri-State
1966297,Tip Top Savings,USA,23,3,900.24,15/09/2021,Kanyon,High Top
1310552,Big Time Discounts,USA,22,1,5.23,15/02/2022,Kanyon,Ebony
1187771,Green Light Days,USA,58,1,40.66,8/9/2022,Metrocity,Hermanos
1281054,Price Slashers,USA,22,5,75.75,2/9/2022,Kanyon,Tell Tale
1283927,Price Slashers,USA,20,4,162.64,30/10/2022,Istinye Park,Tri-State
1320851,Price Savers,USA,34,4,1200.32,3/5/2021,Mall of Istanbul,Tri-State
1128645,Cash Register Lottery,USA,56,4,1200.32,27/02/2022,Istinye Park,Tri-State
1860599,Green Light Days,USA,46,1,300.08,12/4/2021,Mall of Istanbul,High Top
1219513,Price Slashers,USA,45,3,900.24,24/03/2021,Istinye Park,Tell Tale
1160545,Cash Register Lottery,USA,43,5,179.2,28/11/2022,Kanyon,Hermanos
1241813,Green Light Days,USA,54,5,1500.4,4/2/2023,Istinye Park,Tell Tale
1199956,One Day Sale,USA,45,1,40.66,1/4/2021,Istinye Park,Hermanos
1826044,One Day Sale,USA,44,3,107.52,14/07/2021,Metropol AVM,Ebony
1280091,High Roller Savings,USA,18,4,46.92,1/3/2023,Metrocity,High Top
1469098,One Day Sale,USA,65,4,2400.68,24/10/2022,Metropol AVM,Tri-State
1584641,One Day Sale,USA,59,1,300.08,6/12/2022,Forum Istanbul,Tri-State
1504058,Two for One,USA,32,2,10.46,30/07/2021,Kanyon,Hermanos
1106639,Price Savers,USA,36,2,1200.34,17/08/2021,Kanyon,Hermanos
1604957,Super Savers,USA,19,1,300.08,30/11/2022,Istinye Park,Tell Tale
1187370,Price Savers,USA,29,3,45.45,10/3/2022,Metrocity,Hermanos
1752673,Three for One,USA,38,4,4200,5/12/2022,Kanyon,Hermanos
1141877,Dollar Days,USA,34,3,900.24,18/11/2022,Metropol AVM,High Top
1712241,Sales Galore,USA,69,4,4200,31/12/2022,Metropol AVM,Ebony
1143573,Saving Days,USA,57,2,600.16,11/10/2021,Metropol AVM,Tell Tale
1224689,Super Duper Savers,USA,32,4,1200.32,15/09/2021,Kanyon,Tri-State
1175593,Super Duper Savers,USA,48,2,71.68,23/12/2022,Mall of Istanbul,Hermanos
1177200,Super Duper Savers,USA,42,1,5.23,22/02/2023,Viaport Outlet,Tell Tale
1935961,Weekend Markdown,USA,24,4,20.92,16/01/2022,Metropol AVM,Hermanos
1135566,Weekend Markdown,USA,68,2,600.16,24/02/2023,Metropol AVM,Tell Tale
1241446,Two for One,USA,67,2,71.68,1/1/2023,Kanyon,Tri-State
1285705,Saving Days,USA,31,4,4200,13/09/2021,Mall of Istanbul,Hermanos
1312730,Super Duper Savers,USA,60,1,300.08,7/1/2022,Istinye Park,High Top
1106687,Double Down Sale,USA,20,4,1200.32,5/1/2023,Metrocity,Tri-State
1294120,Sales Galore,USA,34,3,121.98,6/3/2022,Metrocity,Tri-State
1193677,Sales Galore,USA,45,2,1200.34,10/9/2021,Metropol AVM,High Top
1206495,Sales Galore,USA,30,1,600.17,12/1/2023,Kanyon,Ebony
1320477,Saving Days,USA,37,3,900.24,7/1/2021,Mall of Istanbul,Tell Tale
1295357,Super Savers,USA,26,1,40.66,26/09/2022,Emaar Square Mall,Tri-State
1571169,Bag Stuffers,USA,64,5,1500.4,4/6/2021,Mall of Istanbul,Ebony
1258534,Dollar Days,USA,44,5,5250,5/5/2022,Zorlu Center,High Top
1262465,Dollar Cutters,USA,19,4,4200,25/05/2022,Istinye Park,Ebony
1266757,Super Duper Savers,USA,60,4,46.92,29/11/2022,Kanyon,Tri-State
1169832,Super Duper Savers,USA,53,4,1200.32,10/6/2021,Metrocity,Ebony
1250728,Price Winners,USA,30,4,162.64,24/06/2021,Forum Istanbul,Hermanos
1200329,Super Duper Savers,USA,44,4,2400.68,2/9/2022,Metropol AVM,Hermanos
1942584,Two for One,USA,31,1,35.84,30/08/2021,Mall of Istanbul,Tell Tale
1178338,Tip Top Savings,USA,57,4,20.92,4/5/2022,Metropol AVM,High Top
1229929,Super Duper Savers,USA,37,3,900.24,17/01/2022,Forum Istanbul,Tri-State
1288683,Super Duper Savers,USA,20,4,1200.32,9/7/2022,Viaport Outlet,Tri-State
1138961,Two Day Sale,USA,23,3,35.19,5/8/2021,Kanyon,Ebony
1802719,Super Duper Savers,USA,27,5,1500.4,25/10/2021,Metropol AVM,High Top
1195394,Dollar Cutters,USA,51,3,121.98,12/12/2021,Istinye Park,Hermanos
1170017,Tip Top Savings,USA,21,4,4200,9/12/2021,Mall of Istanbul,Tell Tale
1211919,Dollar Cutters,USA,60,3,15.69,15/11/2022,Istinye Park,Tri-State
1321071,Price Winners,USA,49,4,162.64,12/2/2021,Mall of Istanbul,Tell Tale
1297517,Price Savers,USA,55,5,203.3,27/01/2021,Mall of Istanbul,High Top
1115753,Super Duper Savers,USA,62,5,26.15,19/04/2021,Istinye Park,Hermanos
1136471,Price Savers,USA,21,5,26.15,2/4/2021,Mall of Istanbul,Hermanos
1273192,Saving Days,USA,64,4,143.36,16/08/2022,Kanyon,High Top
1155987,Saving Days,USA,57,5,58.65,1/8/2022,Emaar Square Mall,High Top
1257283,Saving Days,USA,58,2,600.16,26/03/2021,Kanyon,High Top
1320828,Saving Days,USA,40,3,107.52,23/10/2022,Kanyon,Ebony
1281208,Dollar Days,USA,44,5,203.3,31/07/2022,Emaar Square Mall,Ebony
1149132,Weekend Markdown,USA,39,5,26.15,13/04/2021,Zorlu Center,High Top
1140633,Price Savers,USA,55,5,75.75,6/5/2021,Cevahir AVM,Ebony
1228653,Price Savers,USA,43,4,162.64,11/12/2021,Mall of Istanbul,Hermanos
1111719,Saving Days,USA,37,1,300.08,5/8/2022,Metrocity,High Top
1223855,Saving Days,USA,55,1,300.08,9/8/2021,Kanyon,Tri-State
1334012,Sales Galore,USA,39,1,300.08,31/03/2021,Cevahir AVM,High Top
1178136,Super Savers,USA,65,3,107.52,12/11/2021,Istinye Park,Ebony
1221992,Two Day Sale,USA,47,4,1200.32,25/10/2021,Kanyon,Ebony
1159071,Two Day Sale,USA,23,2,81.32,13/09/2021,Metrocity,Hermanos
1332936,Price Winners,USA,57,3,900.24,9/5/2022,Viaport Outlet,High Top
1118080,Price Savers,USA,35,1,1050,13/02/2021,Viaport Outlet,Ebony
1224355,Free For All,USA,27,4,1200.32,23/02/2022,Mall of Istanbul,Tell Tale
1244653,Sales Galore,USA,46,4,2400.68,27/08/2022,Kanyon,Tri-State
1397250,Free For All,USA,30,1,300.08,6/12/2021,Metrocity,High Top
1269574,Super Duper Savers,USA,30,2,600.16,30/07/2021,Kanyon,Hermanos
1171167,Double Down Sale,USA,66,5,1500.4,21/09/2022,Mall of Istanbul,Tell Tale
1208346,Bag Stuffers,USA,59,3,121.98,3/2/2022,Mall of Istanbul,Ebony
1115916,Bag Stuffers,USA,18,5,3000.85,23/08/2022,Istinye Park,Ebony
1258976,Dollar Days,USA,58,4,1200.32,1/9/2021,Mall of Istanbul,High Top
1613437,Sales Galore,USA,44,5,5250,12/8/2022,Mall of Istanbul,Tri-State
1328664,Three for One,USA,53,2,23.46,3/2/2021,Metrocity,Tell Tale
1121868,Three for One,USA,24,5,203.3,10/9/2021,Mall of Istanbul,Tri-State
1678904,Two Day Sale,USA,64,4,2400.68,9/6/2021,Mall of Istanbul,Tell Tale
1964061,Dollar Days,USA,18,3,35.19,3/12/2021,Zorlu Center,Hermanos
