product_id,price,promotion_name,sales_country
1325023,1200.32,Sales Days,USA
1407437,203.3,Green Light Days,USA
1935028,3150,Go For It,USA
1121064,35.19,Price Winners,USA
1796512,60.6,Two for One,USA
1322576,600.16,Super Savers,USA
1198420,600.17,Super Duper Savers,USA
1117778,300.08,Green Light Days,USA
1258926,300.08,Save-It Sale,USA
1121659,15.69,Pick Your Savings,USA
1125147,162.64,Big Time Discounts,USA
1123522,5.23,Dollar Cutters,USA
1239542,300.08,Save-It Sale,USA
1857861,5250,Save-It Sale,USA
1249497,121.98,Bye Bye Baby,USA
1454682,1500.4,Super Savers,USA
1934104,203.3,Two for One,USA
1144157,179.2,Save-It Sale,USA
1170362,1200.32,Two for One,USA
1805520,162.64,Dollar Days,USA
1252825,1500.4,Pick Your Savings,USA
1338183,1200.32,You Save Days,USA
1300808,900.24,Double Down Sale,USA
1225402,46.92,Super Savers,USA
1255774,5.23,You Save Days,USA
1196168,900.24,Save-It Sale,USA
1580474,4200,High Roller Savings,USA
1124650,20.92,High Roller Savings,USA
1777931,1500.4,Save-It Sale,USA
1208602,1200.34,Price Destroyers,USA
1984781,1200.32,High Roller Savings,USA
1789368,121.98,Two for One,USA
1850954,600.16,You Save Days,USA
1313995,203.3,Price Destroyers,USA
1233250,900.24,Save-It Sale,USA
1631562,600.16,High Roller Savings,USA
1387354,600.17,Price Destroyers,USA
1910145,900.24,Saving Days,USA
1707819,900.24,Dollar Days,USA
1138046,1050,Save-It Sale,USA
1319681,1200.32,Save-It Sale,USA
1158498,1050,Super Savers,USA
1299444,900.24,High Roller Savings,USA
1229895,35.84,Best Savings,USA
1117926,300.08,You Save Days,USA
1256969,143.36,Price Destroyers,USA
1189131,1200.32,Price Savers,USA
1204897,1200.32,Save-It Sale,USA
1203178,26.15,You Save Days,USA
1262105,2100,Shelf Emptiers,USA
1358791,60.6,Mystery Sale,USA
1334883,300.08,Price Cutters,USA
1844405,600.16,Shelf Clearing Days,USA
1284474,600.17,Two Day Sale,USA
1316383,26.15,High Roller Savings,USA
1230848,20.92,High Roller Savings,USA
1384873,600.16,One Day Sale,USA
1223875,1800.51,High Roller Savings,USA
1304830,300.08,Sales Galore,USA
1247936,45.45,Shelf Emptiers,USA
1250414,600.16,Price Savers,USA
1276696,81.32,Price Savers,USA
1121828,179.2,One Day Sale,USA
1844366,600.16,Double Down Sale,USA
1447293,2100,Shelf Clearing Days,USA
1238246,600.16,Two Day Sale,USA
1170003,15.69,Shelf Emptiers,USA
1328770,600.16,Shelf Emptiers,USA
1229383,1500.4,One Day Sale,USA
1254075,300.08,Fantastic Discounts,USA
1128667,600.16,Shelf Clearing Days,USA
1284445,1200.32,Big Time Savings,USA
1713230,300.08,You Save Days,USA
1228583,20.92,High Roller Savings,USA
1890999,45.45,Two Day Sale,USA
1240382,1500.4,Two Day Sale,USA
1141658,81.32,Saving Days,USA
1152436,1200.34,One Day Sale,USA
1276807,1500.4,Mystery Sale,USA
1145372,300.08,Two for One,USA
1247264,600.16,Best Savings,USA
1268142,15.15,You Save Days,USA
1956543,162.64,Pick Your Savings,USA
1573734,300.08,Two Day Sale,USA
1337324,300.08,Shelf Clearing Days,USA
1821672,10.46,Two Day Sale,USA
1120468,2400.68,Big Promo,USA
1951988,121.98,One Day Sale,USA
1221547,300.08,Shelf Emptiers,USA
1182752,121.98,Fantastic Discounts,USA
1170558,81.32,Mystery Sale,USA
1520629,15.69,Two for One,USA
1733066,121.98,Save-It Sale,USA
1265604,35.84,Price Cutters,USA
1179759,107.52,One Day Sale,USA
1256619,162.64,Shelf Clearing Days,USA
1163528,60.6,Money Savers,USA
1924814,121.98,Wallet Savers,USA
1320096,71.68,Unbeatable Price Savers,USA
1315253,1500.4,Big Time Discounts,USA
1156674,107.52,Unbeatable Price Savers,USA
1576932,143.36,Free For All,USA
1270441,300.08,Saving Days,USA
1827488,1200.32,Weekend Markdown,USA
1236096,300.08,Unbeatable Price Savers,USA
1780940,900.24,Saving Days,USA
1126279,900.24,Saving Days,USA
1337132,1500.4,Saving Days,USA
1113566,600.16,Shelf Clearing Days,USA
1196306,4200,Go For It,USA
1229719,600.17,Super Wallet Savers,USA
1329613,1500.4,Free For All,USA
1238285,900.24,High Roller Savings,USA
1597660,900.24,Unbeatable Price Savers,USA
1162737,26.15,Saving Days,USA
1130989,300.08,You Save Days,USA
1328570,600.17,Money Savers,USA
1108567,300.08,Unbeatable Price Savers,USA
1169204,143.36,Price Slashers,USA
1166361,15.69,Go For It,USA
1290124,1200.32,Free For All,USA
1294891,300.08,Free For All,USA
1111440,71.68,Price Destroyers,USA
1294211,4200,One Day Sale,USA
1735905,40.66,Price Savers,USA
1937841,300.08,Green Light Days,USA
1284202,26.15,Super Wallet Savers,USA
1115449,20.92,Price Destroyers,USA
1659960,300.08,Super Wallet Savers,USA
1176554,179.2,Saving Days,USA
1292313,162.64,Free For All,USA
1533515,35.84,Price Destroyers,USA
1288268,35.19,One Day Sale,USA
1103324,5.23,Sale Winners,USA
1233367,58.65,Price Destroyers,USA
1480312,600.17,Go For It,USA
1937134,23.46,Saving Days,USA
1138038,203.3,Price Savers,USA
1288025,26.15,Free For All,USA
1492848,1500.4,Free For All,USA
1230515,300.08,Weekend Markdown,USA
1241354,5.23,Sale Winners,USA
1822406,300.08,Wallet Savers,USA
1210426,46.92,Sale Winners,USA
1509979,10.46,Weekend Markdown,USA
1150364,26.15,Money Savers,USA
1206350,5250,Green Light Days,USA
1100614,203.3,You Save Days,USA
1818342,300.08,Free For All,USA
1248898,1500.4,Go For It,USA
1232489,1500.4,Unbeatable Price Savers,USA
1247145,75.75,Saving Days,USA
1153775,1200.34,Saving Days,USA
1179719,81.32,Money Savers,USA
1249552,1200.32,Money Savers,USA
1380830,1200.32,Unbeatable Price Savers,USA
1114843,2400.68,Two Day Sale,USA
1509775,1200.32,Two Day Sale,USA
1298023,5.23,Super Savers,USA
1314226,15.69,Wallet Savers,USA
1211007,300.08,Dollar Cutters,USA
1139026,600.17,Sales Galore,USA
1140955,15.69,One Day Sale,USA
1234104,40.66,Sale Winners,USA
1797149,179.2,Sale Winners,USA
1216047,300.08,Super Savers,Mexico
1833963,1200.32,Three for One,Mexico
1213268,600.17,Price Savers,Mexico
1807712,600.17,Three for One,Mexico
1263829,179.2,Three for One,Mexico
1197447,5.23,Big Time Discounts,Mexico
1222463,300.08,Three for One,Mexico
1875529,26.15,Wallet Savers,Mexico
1443994,26.15,Money Savers,Mexico
1128638,20.92,Super Savers,Mexico
1526892,203.3,Price Slashers,Mexico
1160932,600.16,Wallet Savers,Mexico
1278211,600.16,Price Savers,Mexico
1232117,600.17,Wallet Savers,Mexico
1469490,203.3,Money Savers,Mexico
1677367,3000.85,Wallet Savers,Mexico
1360069,1200.34,Super Savers,Mexico
1677787,1500.4,Three for One,Mexico
1186360,203.3,Price Savers,Mexico
1159210,81.32,Price Savers,Mexico
1267759,4200,Price Slashers,Mexico
1133928,20.92,Price Savers,Mexico
1139530,10.46,Big Time Discounts,Mexico
1155338,26.15,Price Slashers,Mexico
1106470,71.68,Three for One,Mexico
1175718,40.66,Super Savers,Mexico
1766238,162.64,Wallet Savers,Mexico
1339994,40.66,Big Time Discounts,Mexico
1213491,143.36,Savings Galore,Mexico
1491239,81.32,Super Savers,Mexico
1149830,900.24,Wallet Savers,Mexico
1104473,1500.4,Big Time Discounts,Mexico
1504418,20.92,Price Savers,Mexico
1155694,121.98,Dimes Off,Mexico
1260419,4200,Green Light Days,Mexico
1287965,26.15,Big Promo,Mexico
1652436,23.46,Sales Galore,Mexico
1870519,1200.32,Green Light Days,Mexico
1224038,300.08,Green Light Days,Mexico
1170927,121.98,Shelf Clearing Days,Mexico
1582909,1500.4,Green Light Days,Mexico
1153766,600.16,Shelf Clearing Days,Mexico
1269050,1200.32,Price Winners,Mexico
1250253,1200.34,Money Savers,Mexico
1136804,203.3,Money Savers,Mexico
1136504,58.65,Price Winners,Mexico
1194113,23.46,Best Savings,Mexico
1622329,1800.51,Green Light Days,Mexico
1250385,600.16,Big Promo,Mexico
1282695,900.24,Green Light Days,Mexico
1206642,121.98,Sale Winners,Mexico
1245988,203.3,Pick Your Savings,Mexico
1264264,5250,One Day Sale,Mexico
1253061,600.17,Sale Winners,Mexico
1141939,20.92,Sale Winners,Mexico
1179672,15.69,Sale Winners,Mexico
1283507,900.24,Sale Winners,Mexico
1485162,600.16,Dimes Off,Mexico
1138219,900.24,Sale Winners,Mexico
1369631,900.24,Sale Winners,Mexico
1285013,2100,Three for One,Mexico
1288639,1200.32,Green Light Days,Mexico
1145668,107.52,Sales Galore,Mexico
1203772,1200.32,Shelf Clearing Days,Mexico
1280961,600.16,Money Savers,Mexico
1224642,20.92,Sale Winners,Mexico
1192290,600.16,Sale Winners,Mexico
1118084,1500.4,Green Light Days,Mexico
1272181,600.16,Shelf Clearing Days,Mexico
1278920,600.16,Sale Winners,Mexico
1187920,81.32,Dimes Off,Mexico
1328192,5.23,Money Savers,Mexico
1953657,1500.4,Money Savers,Mexico
1226372,2400.68,Best Savings,Mexico
1130494,23.46,Two Day Sale,Mexico
1237041,3000.85,Big Promo,Mexico
1182523,81.32,Green Light Days,Mexico
1307391,23.46,Best Savings,Mexico
1253364,121.98,Big Promo,Mexico
1123565,10.46,Price Winners,Mexico
1267637,81.32,Price Winners,Mexico
1266070,81.32,Money Savers,Mexico
1197896,1200.32,Green Light Days,Mexico
1177082,15.69,Shelf Clearing Days,Mexico
1182326,5.23,Three for One,Mexico
1285766,5.23,One Day Sale,Mexico
1327416,600.16,Green Light Days,Mexico
1449724,1200.32,Big Promo,Mexico
1261996,5.23,Shelf Clearing Days,Mexico
1193095,203.3,Money Savers,Mexico
1242047,300.08,Pick Your Savings,Mexico
1173444,30.3,Three for One,Mexico
1262529,143.36,Best Savings,Mexico
1248042,300.08,Price Destroyers,Mexico
1487727,300.08,Go For It,Mexico
1257855,600.16,Savings Galore,Mexico
1210526,60.6,Price Destroyers,Mexico
1200558,5250,Price Winners,Mexico
1654306,2400.68,Go For It,Mexico
1258460,143.36,Price Winners,Mexico
1243264,600.17,Tip Top Savings,Mexico
1151138,58.65,Tip Top Savings,Mexico
1247306,162.64,Go For It,Mexico
1673195,11.73,Go For It,Mexico
1431780,203.3,Savings Galore,Mexico
1323800,15.69,Go For It,Mexico
1939160,71.68,Big Time Discounts,Mexico
1351510,15.69,One Day Sale,Mexico
1119332,162.64,Price Winners,Mexico
1862119,26.15,Go For It,Mexico
1212519,71.68,Price Winners,Mexico
1260086,5250,Dimes Off,Mexico
1165750,121.98,Two Day Sale,Mexico
1297633,300.08,Pick Your Savings,Mexico
1152967,600.16,Price Savers,Mexico
1160076,900.24,Price Savers,Mexico
1133922,5.23,Price Winners,Mexico
1176514,143.36,Savings Galore,Mexico
1825155,600.16,Pick Your Savings,Mexico
1271897,71.68,Price Winners,Mexico
1400888,203.3,Price Destroyers,Mexico
1323718,300.08,One Day Sale,Mexico
1133821,81.32,Dimes Off,Mexico
1134446,5250,Price Destroyers,Mexico
1549884,15.69,Price Winners,Mexico
1112064,5.23,I Cant Believe It Sale,Mexico
1352477,1500.4,Price Winners,Mexico
1267362,900.24,Pick Your Savings,Mexico
1651687,71.68,Go For It,Mexico
1199027,600.16,Dimes Off,Mexico
1204418,40.66,Two Day Sale,Mexico
1230057,203.3,Tip Top Savings,Mexico
1219372,162.64,Tip Top Savings,Mexico
1257456,3150,Pick Your Savings,Mexico
1225296,15.69,Big Time Discounts,Mexico
1237248,4200,Pick Your Savings,Mexico
1228474,900.24,Dimes Off,Mexico
1129050,3150,One Day Sale,Mexico
1242447,600.16,Two Day Sale,Mexico
1140537,81.32,Tip Top Savings,Mexico
1810843,1200.32,Two Day Sale,Mexico
1335616,45.45,Two Day Sale,Mexico
1763903,600.16,Price Winners,Mexico
1203134,900.24,Tip Top Savings,Mexico
1671317,203.3,Dimes Off,Mexico
1173571,20.92,Two Day Sale,Mexico
1192662,900.24,Weekend Markdown,Mexico
1907293,143.36,Super Savers,Mexico
1296279,11.73,Bye Bye Baby,Mexico
1780560,900.24,Bye Bye Baby,Mexico
1193565,162.64,Two Day Sale,Mexico
1233758,900.24,Free For All,Mexico
1978050,26.15,Two Day Sale,Mexico
1574237,107.52,Coupon Spectacular,Mexico
1218288,162.64,Coupon Spectacular,Mexico
1920171,1200.34,Dollar Cutters,Mexico
1321278,300.08,Free For All,Mexico
1946492,3150,Two Day Sale,Mexico
1265839,1200.32,Price Destroyers,Mexico
1184859,1200.32,Two Day Sale,Mexico
1334188,46.92,Free For All,Mexico
1223615,600.16,Weekend Markdown,Mexico
1750563,15.69,Weekend Markdown,Mexico
1283725,3000.85,Super Savers,Mexico
1190799,600.16,Two Day Sale,Mexico
1187927,15.69,Double Down Sale,Canada
1132511,10.46,Price Slashers,Canada
1309833,121.98,Price Smashers,Canada
1292286,26.15,Money Savers,Canada
1280387,300.08,Green Light Special,Canada
1116937,121.98,Bye Bye Baby,Canada
1156748,1800.51,Save-It Sale,Canada
1888064,162.64,Super Savers,Canada
1276626,2400.68,Super Savers,Canada
1133952,75.75,Super Savers,Canada
1277194,46.92,Super Savers,Canada
1841597,600.16,Price Smashers,Canada
1273164,600.16,Super Savers,Canada
1320504,26.15,Money Savers,Canada
1325460,26.15,Price Cutters,Canada
1176043,30.3,Price Cutters,Canada
1203526,300.08,Price Smashers,Canada
1337611,2400.68,Green Light Special,Canada
1332809,300.08,I Cant Believe It Sale,Canada
1196861,71.68,Price Cutters,Canada
1311320,179.2,Price Cutters,Canada
1137236,81.32,Super Duper Savers,Canada
1198802,10.46,Save-It Sale,Canada
1325531,30.3,Price Slashers,Canada
1235853,107.52,Price Slashers,Canada
1782749,35.19,Double Down Sale,Canada
1262474,1200.32,Save-It Sale,Canada
1953752,1500.4,Price Smashers,Canada
1179301,2400.68,Price Smashers,Canada
1298561,35.84,Super Savers,Canada
1184490,107.52,Green Light Special,Canada
1229390,35.19,Save-It Sale,Canada
1235821,15.69,Double Down Sale,Canada
1225155,3000.85,Double Down Sale,Canada
1942018,1200.32,I Cant Believe It Sale,Canada
1312066,26.15,Save-It Sale,Canada
1266425,300.08,Money Savers,Canada
1218472,900.24,Super Savers,Canada
1265212,203.3,I Cant Believe It Sale,Canada
1207003,300.08,Bye Bye Baby,Canada
1108125,58.65,Price Smashers,Canada
1115607,1200.32,Double Down Sale,Canada
1983925,121.98,Money Savers,Canada
1299483,600.16,I Cant Believe It Sale,Canada
1115856,121.98,Save-It Sale,Canada
1270947,20.92,Price Cutters,Canada
1233823,20.92,Shelf Clearing Days,USA
1301321,1500.4,You Save Days,USA
1139837,35.19,Price Destroyers,USA
1284663,900.24,You Save Days,USA
1143821,40.66,Green Light Special,USA
1246032,10.46,Dollar Cutters,USA
1271880,179.2,Three for One,USA
1292522,300.08,Price Cutters,USA
1196500,1500.4,Super Duper Savers,USA
1237866,3000.85,Money Savers,USA
1135969,1500.4,High Roller Savings,USA
1732112,10.46,Price Destroyers,USA
1251728,203.3,Super Wallet Savers,USA
1288293,600.16,Price Destroyers,USA
1201971,81.32,Shelf Clearing Days,USA
1262808,900.24,Money Savers,USA
1148577,3000.85,Free For All,USA
1249148,1200.32,Green Light Special,USA
1273172,2100,Shelf Clearing Days,USA
1129845,1200.32,Price Destroyers,USA
1645871,162.64,Shelf Clearing Days,USA
1213045,23.46,Super Duper Savers,USA
1138426,15.69,Mystery Sale,USA
1208808,11.73,High Roller Savings,USA
1277426,900.24,Save-It Sale,USA
1682173,121.98,Save-It Sale,USA
1268314,179.2,Shelf Clearing Days,USA
1123918,300.08,Super Wallet Savers,USA
1575449,300.08,Super Duper Savers,USA
1139745,2100,Coupon Spectacular,USA
1555520,203.3,You Save Days,USA
1233432,162.64,Super Duper Savers,USA
1585456,1200.32,Green Light Special,USA
1428525,3000.85,High Roller Savings,USA
1105721,1200.32,Money Savers,USA
1295363,900.24,Shelf Clearing Days,USA
1402236,5.23,Free For All,USA
1238603,600.16,Dollar Cutters,USA
1166214,23.46,Price Cutters,USA
1286651,26.15,Price Destroyers,USA
1227452,1200.32,Coupon Spectacular,USA
1400039,900.24,Two for One,USA
1101185,121.98,Green Light Special,USA
1104505,35.19,High Roller Savings,Mexico
1236010,1200.34,Saving Days,Mexico
1128426,107.52,Price Cutters,Mexico
1245580,900.24,Green Light Days,Mexico
1150967,600.16,Saving Days,Mexico
1156396,10.46,Price Cutters,Mexico
1107609,26.15,Price Cutters,Mexico
1312520,900.24,High Roller Savings,Mexico
1128626,20.92,Shelf Emptiers,Mexico
1119685,600.16,Price Cutters,Mexico
1939386,2100,Saving Days,Mexico
1221408,300.08,Shelf Emptiers,Mexico
1136331,1500.4,High Roller Savings,Mexico
1126694,143.36,Two Day Sale,Mexico
1299720,600.16,Price Winners,Mexico
1305702,300.08,Green Light Days,Mexico
1203747,1500.4,Two Day Sale,Mexico
1240208,300.08,Saving Days,Mexico
1285149,46.92,Weekend Markdown,Mexico
1318091,121.98,Green Light Days,Mexico
1806714,1200.32,Unbeatable Price Savers,Mexico
1498086,11.73,Price Destroyers,Mexico
1101433,15.69,Two Day Sale,Mexico
1130735,15.69,Saving Days,Mexico
1114739,121.98,Weekend Markdown,Mexico
1132661,143.36,High Roller Savings,Mexico
1733046,600.16,Weekend Markdown,Mexico
1188063,600.16,Price Winners,Mexico
1526600,15.15,Saving Days,Mexico
1338543,600.16,Weekend Markdown,Mexico
1230511,1200.34,Weekend Markdown,Mexico
1187255,1200.32,Green Light Days,Mexico
1700893,23.46,Price Winners,Mexico
1140282,1500.4,Price Destroyers,Mexico
1302650,5.23,Weekend Markdown,Mexico
1223446,1500.4,Super Duper Savers,Mexico
1173395,600.16,Double Down Sale,Mexico
1325592,179.2,Free For All,Mexico
1259898,600.16,Super Duper Savers,Mexico
1165693,26.15,Best Savings,Mexico
1105737,30.3,Best Savings,Mexico
1572573,1800.51,Dollar Cutters,Mexico
1192192,81.32,Saving Days,Mexico
1614836,203.3,Price Winners,Mexico
1153262,600.16,Save-It Sale,Mexico
1130929,40.66,Sales Days,Mexico
1189542,1200.32,Price Slashers,Mexico
1311153,600.17,Sales Days,Mexico
1251242,5.23,Price Slashers,Mexico
1341437,1500.4,Shelf Clearing Days,Mexico
1239588,3000.85,Price Winners,Mexico
1159844,107.52,Price Winners,Mexico
1532304,2100,Mystery Sale,Mexico
1250922,3150,Price Winners,Mexico
1247538,23.46,Price Slashers,Mexico
1338605,71.68,Price Winners,Mexico
1229333,1500.4,Shelf Clearing Days,Mexico
1103881,35.19,Price Winners,Mexico
1517431,300.08,Price Winners,Mexico
1468954,1500.4,Sales Days,Mexico
1480105,600.16,Mystery Sale,Mexico
1203426,1500.4,Price Winners,USA
1232549,20.92,You Save Days,USA
1893324,40.66,Fantastic Discounts,USA
1172235,1200.32,Fantastic Discounts,USA
1737951,15.15,Weekend Markdown,USA
1320668,1500.4,Weekend Markdown,USA
1328185,40.66,Bye Bye Baby,USA
1213763,1200.32,Savings Galore,USA
1606143,1200.32,Green Light Special,Canada
1117413,600.16,Shelf Clearing Days,Canada
1112416,4200,Savings Galore,Canada
1182988,1500.4,Savings Galore,Canada
1192573,121.98,Sales Days,Canada
1233105,23.46,Green Light Special,Canada
1282122,1200.32,Double Your Savings,Canada
1236201,600.16,Savings Galore,Canada
1192798,1200.32,High Roller Savings,USA
1130056,600.17,High Roller Savings,USA
1895460,26.15,Save-It Sale,USA
1614132,10.46,Cash Register Lottery,USA
1118954,1200.32,Cash Register Lottery,USA
1282396,121.98,Cash Register Lottery,USA
1184280,1200.34,Cash Register Lottery,USA
1218805,600.16,Cash Register Lottery,USA
1726460,900.24,I Cant Believe It Sale,USA
1134524,46.92,Price Slashers,USA
1237267,81.32,Tip Top Savings,USA
1123592,900.24,Double Down Sale,USA
1311897,2400.68,Double Down Sale,USA
1131266,143.36,Tip Top Savings,USA
1325655,600.16,High Roller Savings,USA
1268043,5250,One Day Sale,USA
1256045,600.16,Tip Top Savings,USA
1272016,26.15,Save-It Sale,USA
1212437,71.68,Save-It Sale,USA
1148903,179.2,One Day Sale,USA
1128697,75.75,Cash Register Lottery,USA
1769237,3000.85,I Cant Believe It Sale,USA
1412880,600.17,Save-It Sale,USA
1205330,5.23,Cash Register Lottery,USA
1229246,35.19,Bag Stuffers,USA
1179204,600.16,Cash Register Lottery,USA
1836482,162.64,Cash Register Lottery,USA
1188307,203.3,Price Slashers,USA
1212793,35.84,Price Slashers,USA
1273623,162.64,Cash Register Lottery,USA
1168974,26.15,Price Slashers,USA
1116237,23.46,Price Savers,USA
1257596,1500.4,Bag Stuffers,USA
1338518,300.08,Bag Stuffers,USA
1116542,35.84,High Roller Savings,USA
1147428,15.69,I Cant Believe It Sale,USA
1308961,300.08,Cash Register Lottery,USA
1315393,1500.4,Cash Register Lottery,USA
1784209,121.98,Bag Stuffers,USA
1324526,4200,Bag Stuffers,USA
1465045,60.6,One Day Sale,USA
1498608,300.08,One Day Sale,USA
1258245,203.3,Price Savers,USA
1333609,15.69,Price Savers,USA
1241328,900.24,Big Time Savings,USA
1296235,1500.4,Free For All,USA
1312185,35.84,Price Slashers,USA
1251780,1050,Bag Stuffers,USA
1182236,1800.51,Bag Stuffers,USA
1170200,900.24,Cash Register Lottery,USA
1916921,600.16,Price Slashers,USA
1282707,10.46,I Cant Believe It Sale,USA
1248285,71.68,Price Slashers,USA
1280072,35.84,Save-It Sale,USA
1145366,1800.51,Cash Register Lottery,USA
1339493,71.68,Price Savers,USA
1107778,1200.34,Green Light Days,USA
1331753,15.69,Bag Stuffers,USA
1939220,11.73,Bag Stuffers,USA
1825857,600.16,Cash Register Lottery,USA
1207089,162.64,Free For All,USA
1106077,75.75,Green Light Days,USA
1767758,300.08,Bag Stuffers,USA
1433700,300.08,Green Light Days,USA
1992148,71.68,Cash Register Lottery,USA
1683509,15.69,Bag Stuffers,USA
1125822,300.08,Cash Register Lottery,USA
1595458,40.66,Cash Register Lottery,USA
1474169,11.73,Price Savers,USA
1155156,45.45,Cash Register Lottery,USA
1337033,35.19,Bag Stuffers,USA
1312739,300.08,Cash Register Lottery,USA
1168776,300.08,Cash Register Lottery,USA
1295198,15.69,Cash Register Lottery,USA
1172756,26.15,Cash Register Lottery,USA
1325631,121.98,Big Time Discounts,USA
1322409,1200.32,Big Time Discounts,USA
1287018,1200.32,Price Savers,USA
1137526,81.32,Bag Stuffers,USA
1308925,600.16,One Day Sale,USA
1146069,300.08,Bag Stuffers,USA
1238630,203.3,Green Light Days,USA
1694059,35.84,Price Savers,USA
1280887,900.24,Cash Register Lottery,USA
1153137,300.08,Price Slashers,USA
1331013,15.15,High Roller Savings,USA
1829630,5.23,Cash Register Lottery,USA
1130454,1050,Big Time Discounts,USA
1577375,600.16,Big Time Savings,USA
1556661,300.08,Cash Register Lottery,USA
1259713,1500.4,Bag Stuffers,USA
1106060,179.2,Bag Stuffers,USA
1328760,35.84,Bag Stuffers,USA
1163650,600.16,Cash Register Lottery,USA
1952267,203.3,Bag Stuffers,USA
1241369,1200.32,Cash Register Lottery,USA
1236941,179.2,Double Down Sale,USA
1742558,58.65,Big Time Savings,USA
1150030,203.3,Cash Register Lottery,USA
1678176,900.24,Bag Stuffers,USA
1202787,600.16,Big Time Discounts,USA
1259928,1200.32,Cash Register Lottery,USA
1187434,26.15,Big Time Discounts,USA
1178537,107.52,Cash Register Lottery,USA
1145647,600.16,Double Down Sale,USA
1250140,20.92,Price Savers,USA
1274561,2400.68,Price Slashers,USA
1563988,35.84,Free For All,USA
1184787,15.69,Free For All,USA
1142757,107.52,Free For All,USA
1146425,2100,Cash Register Lottery,USA
1252950,15.69,Cash Register Lottery,USA
1222560,1500.4,Cash Register Lottery,USA
1194729,2400.68,Double Down Sale,USA
1363662,20.92,Price Savers,USA
1830538,143.36,High Roller Savings,USA
1263671,162.64,High Roller Savings,USA
1175764,121.98,Cash Register Lottery,USA
1316876,2100,Price Savers,USA
1219281,1200.34,I Cant Believe It Sale,USA
1309668,143.36,I Cant Believe It Sale,USA
1145520,5.23,I Cant Believe It Sale,USA
1195815,3000.85,Cash Register Lottery,USA
1114768,20.92,Price Slashers,USA
1288819,46.92,I Cant Believe It Sale,USA
1325594,11.73,Bag Stuffers,USA
1245614,75.75,Bag Stuffers,USA
1998114,2100,Price Slashers,USA
1189159,600.16,Price Slashers,USA
1136074,40.66,Cash Register Lottery,USA
1120756,107.52,Green Light Days,USA
1256494,81.32,Cash Register Lottery,USA
1177680,1800.51,Price Slashers,USA
1426443,1500.4,I Cant Believe It Sale,USA
1320282,20.92,Price Slashers,USA
1253195,3000.85,Bag Stuffers,USA
1140977,300.08,I Cant Believe It Sale,USA
1883324,900.24,Price Savers,USA
1250095,600.16,Price Savers,USA
1179339,179.2,Price Savers,USA
1617812,40.66,Price Slashers,USA
1171490,23.46,Tip Top Savings,USA
1114664,203.3,Tip Top Savings,USA
1309566,3000.85,Price Savers,USA
1159122,121.98,Price Savers,USA
1288985,30.3,Free For All,USA
1228933,11.73,Double Down Sale,USA
1253992,1200.34,Double Down Sale,USA
1144724,300.08,I Cant Believe It Sale,USA
1156932,1500.4,High Roller Savings,USA
1247265,900.24,I Cant Believe It Sale,USA
1112607,121.98,Price Savers,USA
1698178,300.08,Cash Register Lottery,USA
1320224,15.69,Price Savers,USA
1836701,20.92,Price Savers,USA
1338817,2400.68,Price Slashers,USA
1324135,900.24,I Cant Believe It Sale,USA
1287372,35.84,One Day Sale,USA
1102314,300.08,High Roller Savings,USA
1274215,1050,Price Slashers,USA
1102024,58.65,Bag Stuffers,USA
1201864,26.15,Big Time Savings,USA
1264140,107.52,Price Slashers,USA
1109014,35.19,Bag Stuffers,USA
1532109,1500.4,Big Time Savings,USA
1323323,1500.4,Cash Register Lottery,USA
1109293,60.6,Save-It Sale,USA
1328692,3000.85,Bag Stuffers,USA
1238432,1200.32,Cash Register Lottery,USA
1228011,1800.51,Cash Register Lottery,USA
1139556,23.46,I Cant Believe It Sale,USA
1490823,26.15,High Roller Savings,USA
1136919,2100,Cash Register Lottery,USA
1317456,5250,I Cant Believe It Sale,USA
1290100,162.64,Cash Register Lottery,USA
1190396,5250,Cash Register Lottery,USA
1429412,35.84,Cash Register Lottery,USA
1127143,900.24,Price Slashers,USA
1232019,40.66,Big Time Discounts,USA
1359051,1500.4,Price Slashers,USA
1179596,1200.34,I Cant Believe It Sale,USA
1115585,20.92,Big Time Discounts,USA
1151272,600.16,Save-It Sale,USA
1565921,300.08,I Cant Believe It Sale,USA
1619128,75.75,Cash Register Lottery,USA
1216527,300.08,Cash Register Lottery,USA
1226728,1200.34,I Cant Believe It Sale,USA
1128088,1800.51,Cash Register Lottery,USA
1211985,1800.51,Free For All,USA
1118405,1800.51,Cash Register Lottery,USA
1165270,1500.4,Price Savers,USA
1229252,300.08,Cash Register Lottery,USA
1109453,35.84,Cash Register Lottery,USA
1302199,300.08,Price Slashers,USA
1202056,60.6,Tip Top Savings,USA
1284964,81.32,Price Slashers,USA
1610353,203.3,Save-It Sale,USA
1133261,15.69,I Cant Believe It Sale,USA
1195162,1200.32,Cash Register Lottery,USA
1236411,26.15,Cash Register Lottery,USA
1250040,5.23,Cash Register Lottery,USA
1352528,1200.34,I Cant Believe It Sale,USA
1135368,71.68,Price Slashers,USA
1955408,300.08,Cash Register Lottery,USA
1846963,5.23,Bag Stuffers,USA
1260572,40.66,Big Time Discounts,USA
1266552,10.46,Price Slashers,USA
1166823,300.08,I Cant Believe It Sale,USA
1441644,600.16,Tip Top Savings,USA
1477622,107.52,Free For All,USA
1177479,162.64,Green Light Days,USA
1312040,23.46,Green Light Days,USA
1138016,300.08,Free For All,USA
1324094,5250,Cash Register Lottery,USA
1160204,30.3,Price Slashers,USA
